Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_Approved,Rated_G,Rated_Not Rated,Rated_PG,Rated_PG-13,Rated_Passed,Rated_R,Rated_UNRATED,Rated_Unrated,Release Date_01,Release Date_02,Release Date_03,Release Date_04,Release Date_05,Release Date_06,Release Date_07,Release Date_08,Release Date_09,Release Date_10,Release Date_11,Release Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
Argo,1,"Grant Heslov, Ben Affleck and George Clooney, Producers",2012,7.7,12.472999999999999,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232324128.0,44500000.0,120.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Beasts of the Southern Wild,0,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",2012,7.3,7.114,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21107746.0,1800000.0,93.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Django Unchained,0,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",2012,8.4,25.624000000000002,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425368238.0,100000000.0,165.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0
Les Misérables,0,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",2012,7.6,13.605,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,441809770.0,61000000.0,157.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
Life of Pi,0,"Gil Netter, Ang Lee and David Womark, Producers",2012,7.9,13.05,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,609016565.0,120000000.0,127.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Lincoln,0,"Steven Spielberg and Kathleen Kennedy, Producers",2012,7.4,9.097999999999999,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,275293450.0,65000000.0,149.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
Silver Linings Playbook,0,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",2012,7.7,15.172,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,236412453.0,21000000.0,122.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Zero Dark Thirty,0,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",2012,7.4,13.34,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132820716.0,40000000.0,157.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
American Hustle,0,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",2013,7.3,13.075,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251171807.0,40000000.0,138.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Captain Phillips,0,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",2013,7.8,12.945,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95000000.0,55000000.0,134.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Dallas Buyers Club,0,"Robbie Brenner and Rachel Winter, Producers",2013,8.0,12.627,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55198285.0,5000000.0,117.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0
Gravity,0,"Alfonso Cuarón and David Heyman, Producers",2013,7.7,19.178,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,716392705.0,105000000.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
Her,0,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",2013,8.0,15.026,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47351251.0,23000000.0,126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nebraska,0,"Albert Berger and Ron Yerxa, Producers",2013,7.7,8.771,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17654912.0,12000000.0,115.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Philomena,0,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",2013,7.6,12.620999999999999,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100129872.0,12000000.0,98.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
12 Years a Slave,1,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",2013,8.1,20.808000000000003,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187000000.0,20000000.0,134.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
The Wolf of Wall Street,0,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",2013,8.2,22.826999999999998,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,392000694.0,100000000.0,180.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
American Sniper,0,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",2014,7.3,18.232,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,542307423.0,58800000.0,133.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
Birdman or (The Unexpected Virtue of Ignorance),1,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",2014,7.7,24.385,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103215094.0,18000000.0,120.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Boyhood,0,"Richard Linklater and Cathleen Sutherland, Producers",2014,7.9,9.138,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44349000.0,4000000.0,164.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
The Grand Budapest Hotel,0,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",2014,8.1,16.01,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174600318.0,30000000.0,99.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Imitation Game,0,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",2014,8.0,29.678,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,233555708.0,14000000.0,113.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
Selma,0,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",2014,7.5,6.127999999999999,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66787908.0,20000000.0,127.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Theory of Everything,0,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",2014,7.7,15.128,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123726688.0,15000000.0,123.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Whiplash,0,"Jason Blum, Helen Estabrook and David Lancaster, Producers",2014,8.5,28.978,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13092000.0,3300000.0,107.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
The Big Short,0,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",2015,7.8,12.24,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133346506.0,28000000.0,131.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridge of Spies,0,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",2015,7.6,11.38,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,165478348.0,40000000.0,141.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
Brooklyn,0,"Finola Dwyer and Amanda Posey, Producers",2015,7.5,10.04,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62076141.0,11000000.0,111.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mad Max: Fury Road,0,"Doug Mitchell and George Miller, Producers",2015,8.1,29.146,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378858340.0,150000000.0,121.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Martian,0,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",2015,8.0,26.073,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,630161890.0,108000000.0,141.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Revenant,0,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",2015,8.0,18.112000000000002,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,532950503.0,135000000.0,157.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0
Room,0,"Ed Guiney, Producer",2015,8.2,14.992,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35401758.0,6000000.0,117.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
Spotlight,1,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",2015,8.1,14.14,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88346473.0,20000000.0,129.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
